registration_series,registration_number,organization_name,expiry_date,fee_amount,bgmea_id,bgmea_address,bgmea_phone,rsc_factory_id,rsc_address,rsc_buyers,github_buyers,github_source,match_score,match_confidence
Ba: Bo:,9992,A J Super Garments Ltd.,26-02-2022,2500,,,,,,,,,0,none
Ba: Bo:,9993,Designer Fashion Ltd.,09-02-2023,6500,,,,,,,,,0,none
Ba: Bo:,9995,Mark Wash & Dyeing Ltd.,15-02-2023,5500,,,,,,,,,0,none
Ba: Bo:,9996,G S Garments Ltd.,14-02-2019,2500,,,,,,,,,0,none
Ba: Bo:,10004,BD Knit Design Ltd.,05-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,10005,Fiha Textile Ltd.,07-02-2023,5500,,,,,,,,,0,none
Ba: Bo:,10006,C A Knitware Ltd.,23-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,10008,S A Printing,18-02-2019,2500,,,,,,,,,0,none
Ba: Bo:,10009,M/S Fareque Knitwares Ltd.,06-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,10016,Mintex Fashion Ltd.,05-02-2020,2500,,,,,,,,,0,none
Ba: Bo:,10017,H N Apparels Ltd.,05-02-2020,2500,,,,,,,,,0,none
Ba: Bo:,10019,Sister Denim Composite Ltd.,15-02-2022,7000,,,,,,,,,0,none
Ba: Bo:,10020,Sister Denim Composite Ltd.,15-02-2022,7000,,,,,,,,,0,none
Ba: Bo:,10024,Space Sweater Ltd.,21-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,10023,Evitex  Apparels Ltd.,07-03-2023,2500,,,,,,,,,0,none
Ba: Bo:,10025,Space Sweater Ltd.,21-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,10030,Rore Fashion Ltd.,18-03-2022,3500,,,,,,,,,0,none
Ba: Bo:,10031,Bando Eco Apparels Ltd.,19-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,10034,Naba Knit Composite Ltd.,12-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,10033,National Apparel Company Ltd.,10-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,10035,Moral Fashion Ltd.,17-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,10041,Glory Spinning Ltd.,15-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,10046,Amjad Dyeing Ltd.,19-03-2019,5000,,,,,,,,,0,none
Ba: Bo:,10047,Crony Apparels Ltd. (Garments Unit),14-03-2022,7000,,,,,,,,,0,none
Ba: Bo:,10049,Colotex Apparels Ltd.,06-03-2023,6500,,,,,,,,,0,none
Ba: Bo:,10050,Nippon Garments Industries Ltd.,06-03-2023,2500,,,,,,,,,0,none
Ba: Bo:,10051,Khantex Fashions Ltd.,22-03-2023,2500,,,,,,,,,0,none
Ba: Bo:,10052,Astex Garments Ltd.,13-03-2023,2500,,,,,,,,,0,none
Ba: Bo:,10053,MNR Sweaters Ltd.,29-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,10056,Mosharaf Composite Textile Mills Ltd.,15-03-2023,7000,,,,,,,,,0,none
Ba: Bo:,10054,Fokaruddin Textile Mills Ltd.,24-03-2023,5000,,,,,,,,,0,none
Ba: Bo:,10057,Mosharaf Composite Textile Mills Ltd.,15-03-2023,5000,,,,,,,,,0,none
Ba: Bo:,10059,Pakiza Dyeing & Printing Industries,05-03-2023,7000,,,,,,,,,0,none
Ba: Bo:,10060,Pakiza Dyeing & Printing Industries,05-03-2023,7000,,,,,,,,,0,none
Ba: Bo:,10063,Masihata Sweater Ltd.,27-02-2022,5500,,,,,,,,,0,none
Ba: Bo:,10064,Agami Washing Ltd.,21-02-2023,6500,,,,,,,,,0,none
Ba: Bo:,10066,Jamjam Spinning Mills Ltd.,27-03-2019,2500,,,,,,,,,0,none
Ba: Bo:,10067,Day Light Fashions Ltd.,27-03-2019,2500,,,,,,,,,0,none
Ba: Bo:,10068,K A C Composite Knit Industries Ltd.,27-03-2019,2500,,,,,,,,,0,none
Ba: Bo:,10070,Dibbo Fashions Ltd.,28-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,10079,sun fashion wear ltd,26-03-2023,3500/-,,,,,,,,,0,none
Ba: Bo:,10082,M/S Arrow Fabrics Pvt. Ltd.,15-03-2023,3500/-,,,,,,,,,0,none
Ba: Bo:,10086,D K Textile Ltd.,27-04-2020,2500,,,,,,,,,0,none
Ba: Bo:,10087,Amana Knit Fashion,23-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,10088,Badhan Knit Fashion Ltd.,21-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,10093,Trouser World (Pvt.) Ltd.,13-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,10095,Dekko Garments Ltd.,14-04-2022,4500,,,,,,,,,0,none
Ba: Bo:,10094,Elegant Washing Plant Ltd.,19-04-2023,7000,,,,,,,,,0,none
Ba: Bo:,10097,Riaz Export Apparels Ltd.,10-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,10102,Wave Tex Apparels Ltd.,08-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,10106,Ultimate Fashions Ltd.,04-04-2022,4500,,,,,,,,,0,none
Ba: Bo:,10108,Aleya Apparels Ltd.,10-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,10111,Aroma Fashion Ware Ltd.,23-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,10118,Zaman Fashion Wares Ltd.,25-04-2022,3500,,,,,,,,,0,none
Ba: Bo:,10117,Designer Washing & Dyeing Ltd.,09-04-2022,6500,,,,,,,,,0,none
Ba: Bo:,10119,Iris Fabrics Ltd.,08-04-2022,7000,,,,,,,,,0,none
Ba: Bo:,10121,Relux Fashion Ltd.,24-04-2019,2500,,,,,,,,,0,none
Ba: Bo:,10122,Hollywood Fashions Pvt. Ltd.,04-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,10124,Awmity Sweaters Ltd.,20-10-2022,3500,,,,,,,,,0,none
Ba: Bo:,10123,Grameen Knitware Ltd.,23-04-2022,6000,,,,,,,,,0,none
Ba: Bo:,10127,S F Fashion Ware Ltd.,02-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,10128,Kentucky Textiles Ltd.,09-05-2022,7000,,,,,,,,,0,none
Ba: Bo:,10130,Pritam Fashion Ware Pvt. Ltd.,21-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,10129,East Coast Knitware Pvt. Ltd.,09-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,10132,Amanat Shah Fabrics Ltd.,17-05-2022,6500,,,,,,,,,0,none
Ba: Bo:,10133,KDS Garment Industries Ltd,08-05-2022,6500/-,,,,,,,,,0,none
Ba: Bo:,10135,Chittagong knitware Pvt Ltd.,23-05-2022,3500,,,,,,,,,0,none
Ba: Bo:,10144,R. B. S. R Fashions Ltd.,24-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,10146,Ishayat Fashions Limited,26-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,10148,Virgo Fashion Ltd.,08-05-2022,5500,,,,,,,,,0,none
Ba: Bo:,10156,Uotex Knitware Ltd.,23-05-2022,7000,,,,,,,,,0,none
Ba: Bo:,10158,Sunlight Dyeing & Processing Industries,06-05-2021,6500,,,,,,,,,0,none
Ba: Bo:,10159,Tanaz Fashions Ltd,04-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,10160,Messers Holywood Garments (Pvt.)Ltd.,30-12-2021,2500,,,,,,,,,0,none
Ba: Bo:,10162,Arunima Apparels Ltd.,11-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,10167,J. K Fabrics Ltd.,15-05-2022,6000,,,,,,,,,0,none
Ba: Bo:,10168,Jk Fabrick  Ltd.,15-05-2022,6000,,,,,,,,,0,none
Ba: Bo:,10169,JK Knit Composite Ltd,15-05-2022,6000,,,,,,,,,0,none
Ba: Bo:,10170,J. K Knit Composite Ltd.,15-05-2022,6000,,,,,,,,,0,none
Ba: Bo:,10176,Four H Apparels ltd,09-06-2022,7000/-,,,,,,,,,0,none
Ba: Bo:,10178,Baise textiles Ltd,09-06-2022,3500/-,,,,,,,,,0,none
Ba: Bo:,10181,Ams International Sweater Ltd.,07-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,10182,Designtex Knitware Ltd.,24-05-2022,6500,,,,,,,,,0,none
Ba: Bo:,10184,Fraulen Fashion Ltd.,06-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,10186,Four Brothers Fashion Ltd.,06-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,10187,A J Super Garments Ltd.,11-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,10190,Avrora Fashion Ltd.,09-06-2019,2500,,,,,,,,,0,none
Ba: Bo:,10189,Ahmed Fashions (Unit-2),12-01-2023,2500,,,,,,,,,0,none
Ba: Bo:,10193,J. F. K Fashion Ltd.,23-06-2022,4500,,,,,,,,,0,none
Ba: Bo:,10195,Abir Fashions,26-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,10198,Dowas Land Dyeing & Finising Industries Ltd.,13-06-2022,5500,,,,,,,,,0,none
Ba: Bo:,10200,Vision Apparels (Pvt.) Ltd.,08-06-2019,2500,,,,,,,,,0,none
Ba: Bo:,10201,M/S Ashiya Washing Plant.,23-04-2022,2500,,,,,,,,,0,none
Ba: Bo:,10202,Generation Next Fashions Ltd.,15-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,10205,New Age Apparels Ltd.,23-06-2022,7000,,,,,,,,,0,none
Ba: Bo:,10208,Motex Fashion,08-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,10212,Hong Kong Fashions Ltd.,26-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,10213,A G Dresses Ltd.,11-06-2022,4500,,,,,,,,,0,none
Ba: Bo:,10214,Bright Apparels Ltd.,13-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,10216,Gulshan Spinning Mills Ltd.,25-06-2022,7000,,,,,,,,,0,none
Ba: Bo:,10222,Mac Textile Mills Ltd.,08-06-2022,5000,,,,,,,,,0,none
Ba: Bo:,10225,Swan Sweaters Ltd.,25-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,10228,Fashion Ranway Co. Ltd.,14-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,10229,Shafi Knit Ltd.,10-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,10231,Reaz Knitware Ltd.,25-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,10230,Shafi Knit Ltd.,13-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,10233,Sunjana Fabrics Ltd.,18-07-2022,7000,,,,,,,,,0,none
Ba: Bo:,10235,Rahim Textile Mills Ltd.,09-07-2022,6000,,,,,,,,,0,none
Ba: Bo:,10236,NLZ Fashion Ltd.,13-07-2022,3500/-,,,,,,,,,0,none
Ba: Bo:,10237,Fame Apparels Limited,22-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,10238,Nirzhor Knitware Ltd.,19-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,10240,Esquire Knit Composite Ltd.,24-07-2022,6000,,,,,,,,,0,none
Ba: Bo:,10243,Welltouch Apparels Ltd.,18-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,10245,N R G Knit Composite,24-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,10244,N R G Knit Composite,22-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,10246,N R G Knit Composite,22-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,10247,N R G Knit Composite,22-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,10248,N R G Knit Composite,22-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,10257,M/S New Moynamoti Dyeing & Printing Works,03-07-2019,4500,,,,,,,,,0,none
Ba: Bo:,10259,Babylon Knit Composite (BD) Ltd.,18-07-2019,5000,,,,,,,,,0,none
Ba: Bo:,10265,Popular Dyeing & Printing,24-07-2022,4500,,,,,,,,,0,none
Ba: Bo:,10266,Bomme Dyeing & Printing Ltd.,25-07-2019,4500,,,,,,,,,0,none
Ba: Bo:,10267,M/S Rafsun Dyeing Ltd.,23-06-2022,4500,,,,,,,,,0,none
Ba: Bo:,10270,Abir Fashions,17-07-2022,7000,,,,,,,,,0,none
Ba: Bo:,10272,Paramount Textile Ltd.,14-07-2022,6500,,,,,,,,,0,none
Ba: Bo:,10273,Wega Knitex Ltd.,13-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,10274,Columbia Apparels Ltd.,12-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,10276,Eva Dyeing & Printing,18-08-2022,6500/-,,,,,,,,,0,none
Ba: Bo:,10278,Momin Textile Mills Ltd.,18-09-2022,4500/-,,,,,,,,,0,none
Ba: Bo:,10290,Mimo Cotton Zone Textile Ltd.,29-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,10291,G M S Composite Knitting Industries Ltd.,14-07-2022,6500,,,,,,,,,0,none
Ba: Bo:,10292,G M S Textiles Ltd.,11-08-2021,7000,,,,,,,,,0,none
Ba: Bo:,10293,G M S Textiles Ltd.,10-08-2022,7000,,,,,,,,,0,none
Ba: Bo:,10294,Kung Keng Textile (Bangladesh)  Co. Ltd.,22-08-2022,7000,,,,,,,,,0,none
Ba: Bo:,10295,Mahmud Fashion Ltd.,05-08-2022,6500,,,,,,,,,0,none
Ba: Bo:,10298,T-Design Sweaters Ltd.,18-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,10303,South West Composite Ltd.,19-08-2022,6500,,,,,,,,,0,none
Ba: Bo:,10304,Southern Knitware,22-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,10306,Baraka Fashions Ltd.,28-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,10310,Dhaka Textile Ltd.,17-08-2022,7000,,,,,,,,,0,none
Ba: Bo:,10311,M/S Senu Mia Textile,14-07-2022,5500,,,,,,,,,0,none
Ba: Bo:,10312,Harun Composite Mills Ltd.,24-08-2022,5500,,,,,,,,,0,none
Ba: Bo:,10313,Charka Textile Ltd.,17-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,10315,Brother Knit Composite Ltd.,21-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,10316,Crystal Martin Apparel Bangladesh Ltd.,22-08-2022,4500,,,,,,,,,0,none
Ba: Bo:,10327,Sruti Textile BD Ltd.,17-09-2022,6500/-,,,,,,,,,0,none
Ba: Bo:,10331,Shamsher Rezia Fashions Ltd.,04-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,10330,Alead Fashions Ware Ltd.,08-09-2021,5000,,,,,,,,,0,none
Ba: Bo:,10333,Zonron Sweaters Ltd.,08-10-2022,3500,,,,,,,,,0,none
Ba: Bo:,10332,Mahmud Fashion Ltd.,10-10-2022,6500,,,,,,,,,0,none
Ba: Bo:,10337,Torkq Fashions Ltd.,15-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,10338,Saatatia Sweaters Ltd.,08-09-2022,4500,,,,,,,,,0,none
Ba: Bo:,10339,Ananta Garments Ltd,04-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,10340,F N F Trade Fashion Ltd.,15-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,10343,Rocky Knitting Mills Pvt. Ltd.,26-09-2021,6500,,,,,,,,,0,none
Ba: Bo:,10342,M/S Ratul Textile,16-09-2022,6500/-,,,,,,,,,0,none
Ba: Bo:,10344,Sun Flower Textile Mills,20-09-2022,5000/-,,,,,,,,,0,none
Ba: Bo:,10347,Ram Apparels Ltd.,20-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,10345,Knit Consern Ltd.,24-09-2022,6500,,,,,,,,,0,none
Ba: Bo:,10348,Flaxen Dress Maker Ltd.,22-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,10352,Zhongxin Textile (BD) Ltd.,22-09-2022,5500,,,,,,,,,0,none
Ba: Bo:,10354,M/S Robbani Washing,28-09-2022,4500,,,,,,,,,0,none
Ba: Bo:,10355,Stoffatex Fashions Ltd.,25-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,10356,Noman Knit Composite Mills Ltd.,20-09-2022,5000,,,,,,,,,0,none
Ba: Bo:,10357,Raar Sweaters limited,04-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10358,Fatheha Sweater Ltd.,18-09-2019,2500,,,,,,,,,0,none
Ba: Bo:,10360,Raj Washing Plant Ltd.,12-09-2022,4500,,,,,,,,,0,none
Ba: Bo:,10361,Raj Washing Plant Ltd.,07-09-2022,4500,,,,,,,,,0,none
Ba: Bo:,10364,Momin Spinning Mills Ltd.,18-09-2022,6500/-,,,,,,,,,0,none
Ba: Bo:,10365,D S Laundry Washing,12-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,10367,World E Apparels (BD) Ltd.,12-07-2022,"5,000/-",,,,,,,,,0,none
Ba: Bo:,10369,Disney Sweater Ltd.,15-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,10370,Disney Sweater Ltd.,15-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,10373,Saturn Textiles Ltd.,28-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,10374,Amazing Fashions Ltd.,22-09-2022,4500,,,,,,,,,0,none
Ba: Bo:,10383,Logos Apparels Ltd.,22-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,10384,Versatile Textile Ltd.,10-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,10386,Hwa-well Textile (BD) Ltd.,14-09-2022,7000,,,,,,,,,0,none
Ba: Bo:,10387,Progress Apparels (Bangladesh) Ltd.,10-10-2022,7000,,,,,,,,,0,none
Ba: Bo:,10395,M/S H.R Textile,25-10-2022,6000,,,,,,,,,0,none
Ba: Bo:,10404,Rising Fashions Ltd.,17-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,10405,Farrell Fashions Limited,17-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10406,Medler Apparels Ltd.,23-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,10407,Generation Next Fashion Ltd.,06-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,10411,Millennium Textiles (Southern) Ltd.,27-10-2021,3500,,,,,,,,,0,none
Ba: Bo:,10413,Desh One Apparels Ltd.,14-10-2021,2500,,,,,,,,,0,none
Ba: Bo:,10414,Abdullah Fashions Ltd.,14-12-2021,2500,,,,,,,,,0,none
Ba: Bo:,10415,Babylon Garments Ltd.,15-10-2022,4500,,,,,,,,,0,none
Ba: Bo:,10423,H K Knit Fashion,19-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,10424,Rony Dyeing & Finishing Mills (Pvt.) Ltd.,25-10-2021,5500,,,,,,,,,0,none
Ba: Bo:,10427,Al Afaj Sweater,09-10-2019,2500,,,,,,,,,0,none
Ba: Bo:,10426,M/S Fashion Flawer �Pvt Ltd,04-01-2023,2500,,,,,,,,,0,none
Ba: Bo:,10430,L Z Textile Ltd.,22-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,10433,Islam Garments Ltd. (Textile Division),03-10-2022,7000,,,,,,,,,0,none
Ba: Bo:,10431,Kimbarli Fashion Ltd.,09-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10434,Islam Garments Ltd. (Textile Division),03-10-2022,7000,,,,,,,,,0,none
Ba: Bo:,10436,Agami Apparels Ltd.,17-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,10437,Intraco Fashion Ltd.,04-10-2021,2500,,,,,,,,,0,none
Ba: Bo:,10441,Stylla Fashion Ltd.,22-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10443,Sweatertech Ltd.,10-10-2021,2500,,,,,,,,,0,none
Ba: Bo:,10445,A & A Trousers Ltd.,20-10-2022,6500,,,,,,,,,0,none
Ba: Bo:,10446,M M Knitware Ltd.,20-09-2022,7000,,,,,,,,,0,none
Ba: Bo:,10448,Uttara Knitting & Dyeing Ltd.,26-10-2022,3500,,,,,,,,,0,none
Ba: Bo:,10451,Space Sweater Ltd.,14-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10456,Hera Sweaters Limited,26-10-2022,3500,,,,,,,,,0,none
Ba: Bo:,10458,Thermax Yearn Dide Fabrics Ltd.,16-10-2022,9000,,,,,,,,,0,none
Ba: Bo:,10460,Sim Fabrics Ltd.,04-10-2021,6500,,,,,,,,,0,none
Ba: Bo:,10462,Banika Fashion Ltd.,22-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10461,Sim Fabrics Ltd.,04-11-2021,5000,,,,,,,,,0,none
Ba: Bo:,10465,Panorama Apparels Ltd.,13-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10466,Panorama Apparels Ltd.,13-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10471,Narail Garments (Pvt.) Ltd.,22-10-2019,2500,,,,,,,,,0,none
Ba: Bo:,10472,Zihan Garments Industry Ltd.,13-10-2020,2500,,,,,,,,,0,none
Ba: Bo:,10473,Cross Wear Industries Ltd.,25-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10474,Noman Knit Composite Mills Ltd.,03-10-2022,7000,,,,,,,,,0,none
Ba: Bo:,10475,Toufiq Denim & Knitware Ltd.,24-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10478,Saroz Garments Ltd.,09-10-2021,2500,,,,,,,,,0,none
Ba: Bo:,10481,New Arra Fashion Manuf. (BD) Ltd.,14-10-2022,6500/-,,,,,,,,,0,none
Ba: Bo:,10484,4 A Yearn Dyeing Ltd.,08-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10483,Excellent Sweater Ltd.,09-10-2021,2500,,,,,,,,,0,none
Ba: Bo:,10482,Natural Wool Wears Ltd.,03-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10486,Reniya Fashion Ltd.,30-10-2019,2500,,,,,,,,,0,none
Ba: Bo:,10485,Capella Knit Ltd.,30-10-2019,2500,,,,,,,,,0,none
Ba: Bo:,10489,Mega Yearn Dyeing Mills Ltd.,10-10-2021,7000,,,,,,,,,0,none
Ba: Bo:,10493,Fuji Knitwares Ltd.,18-11-2021,2500,,,,,,,,,0,none
Ba: Bo:,10494,Tamai knit Fashion Ltd,12-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,10500,Chorka Textile Ltd.,28-05-2022,7000,,,,,,,,,0,none
Ba: Bo:,10504,Cottage Apparels Ltd.,15-11-2022,3500,,,,,,,,,0,none
Ba: Bo:,10503,Optimum Fashionware Ltd.,05-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,10506,M/S Monir Textile,16-11-2022,5500/-,,,,,,,,,0,none
Ba: Bo:,10505,Satata Textile,21-11-2022,4500/-,,,,,,,,,0,none
Ba: Bo:,10507,Rupam Textile,21-11-2022,3500/-,,,,,,,,,0,none
Ba: Bo:,10509,Union Kniting & Dyeing Ltd.,17-11-2020,2500,,,,,,,,,0,none
Ba: Bo:,10525,Cadtex Garments Ltd.,25-11-2021,6500,,,,,,,,,0,none
Ba: Bo:,10527,Lida Textile & Dyeing Ltd.,09-11-2022,3500,,,,,,,,,0,none
Ba: Bo:,10530,R S Composite,16-11-2022,3500,,,,,,,,,0,none
Ba: Bo:,10531,Fakir Textile Mills,16-09-2022,6000,,,,,,,,,0,none
Ba: Bo:,10532,Subarna Dyeing & Screen Printing Works,16-11-2021,5000,,,,,,,,,0,none
Ba: Bo:,10534,Garden Textile Mills Pvt. Ltd.,24-11-2022,5000,,,,,,,,,0,none
Ba: Bo:,10533,Elham Fashion Ltd.,28-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,10535,M/S Tomizuddin Textile Mills Ltd.,11-11-2022,7000,,,,,,,,,0,none
Ba: Bo:,10537,Unity Fabrics Industries Ltd.,20-10-2022,6500,,,,,,,,,0,none
Ba: Bo:,10538,Formosa Poly Cotton Textile (BD) Ltd.,19-09-2022,7000,,,,,,,,,0,none
Ba: Bo:,10541,Vintage Garments Ltd.,10-12-2022,3500,,,,,,,,,0,none
Ba: Bo:,10549,Lease Washing Industries Ltd.,30-11--0001,4500,,,,,,,,,0,none
Ba: Bo:,10548,H.I. Apparels Ltd.,12-12-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,10552,Scandesk Textile Industries Ltd.,22-12-2022,7000,,,,,,,,,0,none
Ba: Bo:,10553,Ishayat Fashions Limited,26-12-2022,5000,,,,,,,,,0,none
Ba: Bo:,10557,Due Fashion Ltd.,17-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,10559,New Ideas Fashion Ltd,24-06-2021,2500,,,,,,,,,0,none
Ba: Bo:,10569,Taj Apparels,16-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,10571,Hawlader Dyeing,17-12-2022,5000,,,,,,,,,0,none
Ba: Bo:,10572,H B S Apparels Ltd.,30-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,10570,M/S M M Dyeing,19-12-2021,4500,,,,,,,,,0,none
Ba: Bo:,10575,Diana Garments (Pvt.) Ltd.,18-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,10577,Sultana Sweaters Ltd.,21-12-2022,4500,,,,,,,,,0,none
Ba: Bo:,10578,T Design Knitware Ltd.,26-12-2022,6500,,,,,,,,,0,none
Ba: Bo:,10576,Skylux Apparels Ltd.,13-12-2020,3500,,,,,,,,,0,none
Ba: Bo:,10580,Suki Dyeing Finishing Mills Ltd.,21-11-2022,6500/-,,,,,,,,,0,none
Ba: Bo:,10581,M/S Angosree Dyeing & Printing,12-12-2021,3500,,,,,,,,,0,none
Ba: Bo:,10582,Tru Fabrics Limited,16-11-2021,7000,,,,,,,,,0,none
Ba: Bo:,10584,Samira Sweaters,18-12-2020,2500,,,,,,,,,0,none
Ba: Bo:,10585,LUsine Fashion Ltd.,30-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,10586,Reedisha Knitex Ltd.,05-12-2022,7000,,,,,,,,,0,none
Ba: Bo:,10588,Dard Composite Textiles Ltd.,27-12-2022,7000,,,,,,,,,0,none
Ba: Bo:,10589,Dard Composite Textiles Ltd.,27-12-2022,7000,,,,,,,,,0,none
Ba: Bo:,10590,M H C Apparels (Pvt.) Ltd.,13-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,10592,T M Textiles & Garments Ltd.,13-12-2022,3500,,,,,,,,,0,none
Ba: Bo:,10593,T M Textiles & Garments Ltd.,13-12-2022,3500,,,,,,,,,0,none
Ba: Bo:,10587,Reedisha Knitex Ltd.,05-12-2022,6500,,,,,,,,,0,none
Ba: Bo:,10607,P A Knit Composite Ltd.,23-11-2022,7000,,,,,,,,,0,none
Ba: Bo:,10620,Amana Knitex Ltd.,10-01-2022,2500,,,,,,,,,0,none
Ba: Bo:,10623,Viyellatex Apparels Ltd,22-01-2023,3500,,,,,,,,,0,none
Ba: Bo:,10628,Sababang Fashions Ltd.,01-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,10631,M/S Shahi Dyeing & Finishing Mills,12-11-2022,4500,,,,,,,,,0,none
Ba: Bo:,10638,Dips Apparel Ltd.,28-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,10648,C R C Textile Mills Ltd.,05-01-2023,7000,,,,,,,,,0,none
Ba: Bo:,10649,Meek Sweater & Fashions Ltd.,01-01-2023,3500,,,,,,,,,0,none
Ba: Bo:,10651,Islam Textile Mills,24-01-2022,6500,,,,,,,,,0,none
Ba: Bo:,10652,M G Knit Flair Ltd.,12-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,10653,R K Knit Dyeing Mills Ltd.,16-01-2023,6500,,,,,,,,,0,none
Ba: Bo:,10655,M R L Blue Jeans Washing Plant,13-01-2023,2500,,,,,,,,,0,none
Ba: Bo:,10656,The Rose Garments Desinger Ltd.,13-01-2022,2500,,,,,,,,,0,none
