registration_series,registration_number,organization_name,expiry_date,fee_amount,bgmea_id,bgmea_address,bgmea_phone,rsc_factory_id,rsc_address,rsc_buyers,github_buyers,github_source,match_score,match_confidence
Ba: Bo:,9382,M. T. Sweaters Ltd.,19-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,9385,Nurun Nahar Knitware Ltd.,29-06-2021,2500,,,,,,,,,0,none
Ba: Bo:,9386,M/S Hossen Textile Mills,19-06-2022,4500,,,,,,,,,0,none
Ba: Bo:,9396,Muajuddin Textile Ltd.,13-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,9397,Ador Composite Ltd.,22-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,9400,Kenpark Bangladesh Apparel (Private) Ltd,09-06-2022,7000/-,,,,,,,,,0,none
Ba: Bo:,9403,Univogue Garments Co. ltd,25-06-2022,5500/-,,,,,,,,,0,none
Ba: Bo:,9404,Islam Garments Ltd. (Textile Division),22-06-2022,7000,,,,,,,,,0,none
Ba: Bo:,9405,Pimki Apparels Ltd.,08-06-2022,4500,,,,,,,,,0,none
Ba: Bo:,9406,Thats It Fashion Ltd.,22-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,9407,Active Composite Mills Ltd.,11-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,9408,G S Sweater Ltd.,25-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,9410,Sonali Fabrics & Textile Mills (Pvt.) Ltd. (Sweater Unit),19-05-2022,2500,,,,,,,,,0,none
Ba: Bo:,9409,G S Sweater Ltd.,25-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,9414,Lereve Knitware Ltd.,18-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,9413,Green Life Knittex Ltd.,06-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,9417,N Z Fabrics Ltd.,19-06-2022,7500,,,,,,,,,0,none
Ba: Bo:,9419,Knit Plus Ltd.,13-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,9418,Ripon Knitware Ltd.,15-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,9420,New Age Textiles Ltd.,04-06-2022,5500,,,,,,,,,0,none
Ba: Bo:,9421,New Age Textiles Ltd.,04-06-2022,5500,,,,,,,,,0,none
Ba: Bo:,9435,Knit Concern Ltd.,09-06-2022,6500,,,,,,,,,0,none
Ba: Bo:,9437,M/S Hasan Textile & Toasting Mills,28-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,9439,Vertex Wear Ltd.,20-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,9441,B.R Enterprise Dyeing & Finising Mills,25-06-2022,4500,,,,,,,,,0,none
Ba: Bo:,9442,Anik Composite Mills Ltd.,22-06-2022,6500,,,,,,,,,0,none
Ba: Bo:,9444,Sparkle Knit Composite Ltd.,03-09-2022,6500,,,,,,,,,0,none
Ba: Bo:,9445,Fakruddin Textile Mills Ltd.,27-06-2021,6500,,,,,,,,,0,none
Ba: Bo:,9447,STAR LIGHT SWEATERS LTD.,10-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,9464,Cute Dress Industry Ltd.,10-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,9465,Sisal Composite Ltd.,27-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,9467,R M T Textile Mills Ltd.,12-07-2022,7500,,,,,,,,,0,none
Ba: Bo:,9469,Ever Bright Sweater Ltd.,11-06-2022,3500,,,,,,,,,0,none
Ba: Bo:,9470,Radison Garments Ltd.,15-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,9471,Relatives Fashions Ltd.,16-07-2019,2500,,,,,,,,,0,none
Ba: Bo:,9472,Ethical Garments Ltd.,03-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9476,Zaara Jeans & Knitwear Ltd.,10-06-2020,2500,,,,,,,,,0,none
Ba: Bo:,9477,Sweatertech Ltd.,25-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,9484,Libas Textiles Ltd.,12-07-2022,6500,,,,,,,,,0,none
Ba: Bo:,9483,Knit Asia Ltd. (Unit-2),05-06-2022,5000,,,,,,,,,0,none
Ba: Bo:,9485,Libas Textiles Ltd.,25-06-2022,6500,,,,,,,,,0,none
Ba: Bo:,9487,Altimate Fashions Ltd.,27-07-2021,2500,,,,,,,,,0,none
Ba: Bo:,9486,Comfit Composite Knit Ltd.,19-07-2022,6500,,,,,,,,,0,none
Ba: Bo:,9488,Top Tex Sweaters Ltd.,28-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9499,Alim Knit (BD) Ltd.,14-07-2022,7000,,,,,,,,,0,none
Ba: Bo:,9500,Mondal Fabrics Ltd.,12-07-2022,7500,,,,,,,,,0,none
Ba: Bo:,9502,Ambia Knitting & Dyeing Ltd,15-07-2021,6500,,,,,,,,,0,none
Ba: Bo:,9505,Four H Apparels ltd,16-06-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,9506,KDS Garment Industries Ltd,22-06-2022,4500/-,,,,,,,,,0,none
Ba: Bo:,9510,Unicom Textile Mills Ltd.,19-12-2021,7000,,,,,,,,,0,none
Ba: Bo:,9511,Jointex Fashion Wares Ltd.,02-07-2019,2500,,,,,,,,,0,none
Ba: Bo:,9514,Riyad Sweater,29-07-2018,2500,,,,,,,,,0,none
Ba: Bo:,9517,"M/S Muktadin Dyeing, Printing & Finishing Mills",16-07-2022,5500,,,,,,,,,0,none
Ba: Bo:,9520,Kamal Yarn Ltd.,15-07-2022,7000,,,,,,,,,0,none
Ba: Bo:,9522,Kamal Yarn Ltd.,15-07-2022,7000,,,,,,,,,0,none
Ba: Bo:,9523,Syntax Finishing Mills Ltd.,12-07-2022,6000,,,,,,,,,0,none
Ba: Bo:,9521,Kamal Yarn Ltd.,24-07-2021,7000,,,,,,,,,0,none
Ba: Bo:,9524,A & A Trousers Ltd.,19-07-2022,3500,,,,,,,,,0,none
Ba: Bo:,9527,Libas Knitwear Ltd.,07-08-2022,3500,,,,,,,,,0,none
Ba: Bo:,9530,Crossline Woven Garments Ltd.,28-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9531,Silver Composite Textile Mills Ltd.,25-06-2022,7000,,,,,,,,,0,none
Ba: Bo:,9532,M.T Sweaters Ltd.,15-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9533,M.T Sweaters Ltd.,19-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9534,New Wave Apparels Ltd.,10-08-2019,2500,,,,,,,,,0,none
Ba: Bo:,9535,Al-Islam Textiles Ltd.,10-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9536,Rezaul Apparels (Pvt.) Ltd.,12-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9543,J K Spinning Mills Ltd.,25-08-2022,7000,,,,,,,,,0,none
Ba: Bo:,9546,R S Knit Wares (Pvt.) Ltd.,22-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9545,C R C Textile Mills Ltd.,15-08-2022,6500,,,,,,,,,0,none
Ba: Bo:,9547,Square Apparels Ltd.,17-08-2022,4500,,,,,,,,,0,none
Ba: Bo:,9549,A. K. R Fashions Ltd.,18-08-2019,2500,,,,,,,,,0,none
Ba: Bo:,9550,Aspire Garments Ltd.,20-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9552,Q Point Fashion Ltd.,28-08-2021,2500,,,,,,,,,0,none
Ba: Bo:,9551,Intraco Fashion Ltd.,13-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9553,Shimu Washing Plant,16-08-2018,2500,,,,,,,,,0,none
Ba: Bo:,9554,Jumar Fashion Ltd.,15-08-2018,2500,,,,,,,,,0,none
Ba: Bo:,9555,Smatex Knitting Ltd.,16-08-2018,2500,,,,,,,,,0,none
Ba: Bo:,9567,Kashfi Knitwares Ltd.,19-08-2020,2500,,,,,,,,,0,none
Ba: Bo:,9568,Tosy Knti Fabrics Ltd.,12-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9566,Ethical Garments Ltd.,02-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9569,Romo Fashion Today Ltd.,08-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9571,Mondol Knitwears Ltd.,22-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,9570,Giant Textiles Ltd.,10-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9573,High Born Fashion Ware,18-08-2020,2500,,,,,,,,,0,none
Ba: Bo:,9575,mithela textile Inds. Ltd,24-07-2022,6500,,,,,,,,,0,none
Ba: Bo:,9578,Buildex Knit Composite Ltd.,03-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9580,Red and Green Textile Ltd.,22-08-2018,2500,,,,,,,,,0,none
Ba: Bo:,9581,Kashfi Knitwares Ltd.,21-08-2021,2500,,,,,,,,,0,none
Ba: Bo:,9582,A.S.R Sweater Ltd.,22-08-2021,6500,,,,,,,,,0,none
Ba: Bo:,9584,Radisson Laundry Industries Ltd.,18-07-2022,6500,,,,,,,,,0,none
Ba: Bo:,9585,M/S Hriday Textile Dyeing & Printing Industries,26-08-2018,5000,,,,,,,,,0,none
Ba: Bo:,9587,Rose Valley Fashion Ltd.,27-08-2018,2500,,,,,,,,,0,none
Ba: Bo:,9586,Saiham Knit Composite Ltd.,15-08-2022,7000,,,,,,,,,0,none
Ba: Bo:,9588,Sahil Sweater Ltd.,27-08-2018,2500,,,,,,,,,0,none
Ba: Bo:,9590,Sahil Sweater Ltd.,01-08-2022,2500,,,,,,,,,0,none
Ba: Bo:,9593,Mother Textile Mills Ltd.,20-08-2020,7000,,,,,,,,,0,none
Ba: Bo:,9594,Mother Textile Mills Ltd.,20-08-2020,7000,,,,,,,,,0,none
Ba: Bo:,9596,Alliance Knit Composite Ltd.,18-09-2021,6500,,,,,,,,,0,none
Ba: Bo:,9607,Tama Knitware Ltd.,07-09-2021,2500,,,,,,,,,0,none
Ba: Bo:,9606,Fakir Textile Mills,16-09-2022,6000,,,,,,,,,0,none
Ba: Bo:,9608,Executive Hi-Fashions Ltd.,26-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,9609,Florescent  Apparels Ltd.,19-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,9610,All Weather Fashions Ltd.,22-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9611,Blessing Knitware Ltd.,21-06-2021,2500,,,,,,,,,0,none
Ba: Bo:,9614,Bakhrabad Knitting Industries Ltd.,18-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9616,Salek Textile Ltd.,03-09-2022,7500,,,,,,,,,0,none
Ba: Bo:,9617,Hams Garments Ltd.,06-09-2022,6500,,,,,,,,,0,none
Ba: Bo:,9619,Uforia Apparels Ltd.,15-09-2022,6500,,,,,,,,,0,none
Ba: Bo:,9620,Global Knitware Ltd.,11-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9622,Jointex Knit Wares Ltd. (Unit-2),03-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9621,Graphics Textiles Ltd.,20-09-2022,6500,,,,,,,,,0,none
Ba: Bo:,9625,Matrix Sweaters Ltd.,12-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,9630,Knit Asia Ltd. (Unit-2),20-09-2022,7000,,,,,,,,,0,none
Ba: Bo:,9633,Asha Moni Printing Industries,27-09-2022,4500,,,,,,,,,0,none
Ba: Bo:,9639,Color Mark Washing Ltd.,18-09-2018,2500,,,,,,,,,0,none
Ba: Bo:,9642,Koroni Tex Sweater Ltd.,21-09-2022,4500,,,,,,,,,0,none
Ba: Bo:,9643,Chantik Garments Ltd.,15-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9644,Akij Textile Mills Ltd.,05-09-2022,6500,,,,,,,,,0,none
Ba: Bo:,9645,Cross Line Oven Apparels Ltd.,28-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9646,Intraco Washing Ltd.,23-10-2022,3500,,,,,,,,,0,none
Ba: Bo:,9663,Impress-Newtex Composite Textiles Ltd.,05-10-2022,3500,,,,,,,,,0,none
Ba: Bo:,9664,Impress-Newtex Composite Textiles Ltd.,30-01-2022,3500,,,,,,,,,0,none
Ba: Bo:,9670,Glare Fashions Ltd.,05-10-2021,2500,,,,,,,,,0,none
Ba: Bo:,9668,Dynasty Sweater (BD) Ltd.,11-10-2022,4500,,,,,,,,,0,none
Ba: Bo:,9669,Karooni Knit Composite Ltd.,07-09-2022,7000,,,,,,,,,0,none
Ba: Bo:,9674,Al Libas Washing,04-10-2018,2500,,,,,,,,,0,none
Ba: Bo:,9675,Gladiolus Fashion Ware Ltd.,27-10-2020,2500,,,,,,,,,0,none
Ba: Bo:,9676,Generation Next Fashions Ltd.,08-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,9677,Nassa Apparels Ltd.,15-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,9679,Saturn Textile Ltd. (Unit-1),13-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9678,Feroza Garments Ltd.,22-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,9680,Trouser Land Ltd.,21-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,9681,A S T Knitware Ltd.,25-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,9683,Mas Trade International Garments Ltd.,07-10-2019,4500,,,,,,,,,0,none
Ba: Bo:,9685,Caesar Apparels Ltd.,17-10-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,9687,Afrah Fashion Ltd.,24-10-2022,2500/-,,,,,,,,,0,none
Ba: Bo:,9692,S. R. P Sweaters Ltd.,24-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,9693,Ixora Apparels Ltd.,21-10-2020,2500,,,,,,,,,0,none
Ba: Bo:,9694,Jarba Textile Mills Ltd.,21-10-2022,7000,,,,,,,,,0,none
Ba: Bo:,9695,Jarba Textile Mills Ltd.,03-10-2022,7000,,,,,,,,,0,none
Ba: Bo:,9700,Sun Aun Sweaters Ltd.,04-10-2021,2500,,,,,,,,,0,none
Ba: Bo:,9703,Arabi Fashion Ltd.,20-09-2022,5000,,,,,,,,,0,none
Ba: Bo:,9704,Bengal Hariken Dyeing & Printing (Pvt.) Ltd.,04-10-2022,6500,,,,,,,,,0,none
Ba: Bo:,9705,Ratool Apparels Ltd.,02-10-2019,2500,,,,,,,,,0,none
Ba: Bo:,9706,Ratool Apparels Ltd.,02-10-2019,2500,,,,,,,,,0,none
Ba: Bo:,9709,Zee-3 Washing Plant Ltd.,15-10-2022,7000,,,,,,,,,0,none
Ba: Bo:,9711,Aline Apparels Ltd.,18-10-2020,2500,,,,,,,,,0,none
Ba: Bo:,9713,M/s. Rising Tex Fashion Ltd.,24-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9714,Simftex Apparels & Washing Ltd.,07-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,9718,Unic Fabrics (Pvt.) Ltd.,22-10-2022,5000,,,,,,,,,0,none
Ba: Bo:,9720,Emon Fashion,18-10-2018,2500,,,,,,,,,0,none
Ba: Bo:,9722,Progress Apparels (Bangladesh) Ltd.,10-10-2022,5500,,,,,,,,,0,none
Ba: Bo:,9723,M/S Seacotex Dyeing & Printing Ltd.,02-10-2021,7000,,,,,,,,,0,none
Ba: Bo:,9725,Impress-Newtex Composite Textiles Ltd.,30-01-2022,3500,,,,,,,,,0,none
Ba: Bo:,9726,Pakiza Apparels Ltd.,20-10-2022,6500,,,,,,,,,0,none
Ba: Bo:,9727,Caps Fashion Ltd.,22-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,9729,Green Smart Shirts Ltd.,19-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9731,Tex Zone Knitware Ltd.,23-10-2018,2500,,,,,,,,,0,none
Ba: Bo:,9733,Jinnat Apparels Ltd.,26-11-2022,6500,,,,,,,,,0,none
Ba: Bo:,9736,APS Knit Composite Ltd.,25-12-2022,3500,,,,,,,,,0,none
Ba: Bo:,9744,Mens Fashion Ltd.,17-10-2022,5000/-,,,,,,,,,0,none
Ba: Bo:,9747,Cristal Composite Ltd.,14-10-2020,5500,,,,,,,,,0,none
Ba: Bo:,9750,D N Textile Mills Ltd.,16-10-2022,6500,,,,,,,,,0,none
Ba: Bo:,9751,Chaity Knit Composite Ltd.,17-10-2022,7000,,,,,,,,,0,none
Ba: Bo:,9756,Dishang Sweater Ltd.,09-11-2022,3500,,,,,,,,,0,none
Ba: Bo:,9757,Bismillah Dyeing & Printing,17-11-2021,5500,,,,,,,,,0,none
Ba: Bo:,9759,Asif Textile Mills,23-11-2022,3500,,,,,,,,,0,none
Ba: Bo:,9758,Rupali Dyeing & Processing Mills Ltd.,01-11-2018,3500,,,,,,,,,0,none
Ba: Bo:,9760,Columbia Apparels Ltd.,21-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,9763,Meek Sweater & Fashions Ltd.,17-11-2022,3500,,,,,,,,,0,none
Ba: Bo:,9764,Oasis Fashion  Ltd.(Unit-2),22-11-2022,4500,,,,,,,,,0,none
Ba: Bo:,9768,Hossain Dyeing & Printing Mills Ltd.  (Unit-2),27-08-2022,7000,,,,,,,,,0,none
Ba: Bo:,9769,Hossen Dyeing & Printing Mills Ltd. (Unit-2),27-09-2022,6500,,,,,,,,,0,none
Ba: Bo:,9772,M & M Yearn Dyeing Mills Ltd.,03-09-2022,6000,,,,,,,,,0,none
Ba: Bo:,9774,Honeywell Garments Ltd.,28-07-2022,2500,,,,,,,,,0,none
Ba: Bo:,9770,Senshibal Fashion Ptv Ltd,02-11-2022,3500,,,,,,,,,0,none
Ba: Bo:,9773,Uforia Apparels Ltd.,16-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,9776,Dress Up Ltd.,04-10-2022,6000,,,,,,,,,0,none
Ba: Bo:,9778,Mega Yarn Dyeing Mills Ltd.,13-11-2022,7000,,,,,,,,,0,none
Ba: Bo:,9780,Mega Yearn Dyeing Mills Ltd.,21-11-2021,6500,,,,,,,,,0,none
Ba: Bo:,9779,GMS Textile Ltd.,28-09-2022,7000,,,,,,,,,0,none
Ba: Bo:,9783,Fiber Fashion,15-11-2021,2500,,,,,,,,,0,none
Ba: Bo:,9790,M/S Maya Textile Processing & Printing Industries,26-01-2023,3500,,,,,,,,,0,none
Ba: Bo:,9799,Siraj Dyeing & Printing Industries,24-11-2022,5000,,,,,,,,,0,none
Ba: Bo:,9803,West Apparels Ltd.,14-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,9804,M/S Shahi Dyeing & Finishing Mills,12-11-2022,5000,,,,,,,,,0,none
Ba: Bo:,9815,Touch Knit & Fashion Ltd.,18-11-2018,2500,,,,,,,,,0,none
Ba: Bo:,9819,Apparel Plus Eco Ltd.,02-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,9820,Purbachal Apparels Ltd.,24-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,9823,Latest Garments Ltd.,24-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,9825,Meghna Knit Composite Ltd.,01-11-2022,6500,,,,,,,,,0,none
Ba: Bo:,9826,Energypac Fashions Ltd.,20-09-2022,4500,,,,,,,,,0,none
Ba: Bo:,9827,Energypac Fashions Ltd.,20-10-2022,4500,,,,,,,,,0,none
Ba: Bo:,9828,Heaven Fashion Ltd.,12-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9829,Delicate Garments Ltd.,06-12-2020,2500,,,,,,,,,0,none
Ba: Bo:,9830,Enart Fabrics & Quilt Ltd.,15-11-2021,2500,,,,,,,,,0,none
Ba: Bo:,9831,K. G Garments Ltd.,18-10-2022,2500,,,,,,,,,0,none
Ba: Bo:,9832,S F Denim Apparels Ltd.,06-12-2021,2500,,,,,,,,,0,none
Ba: Bo:,9834,Tamishna Dyeing Industries Ltd.,29-11-2022,5000,,,,,,,,,0,none
Ba: Bo:,9835,Tamishna Dyeing Industries Ltd.,27-11-2021,5000,,,,,,,,,0,none
Ba: Bo:,9836,M I M Fashion Ware Ltd.,12-09-2022,2500,,,,,,,,,0,none
Ba: Bo:,9837,Quince Dhaka Apparels Ltd.,28-11-2018,2500,,,,,,,,,0,none
Ba: Bo:,9838,Shomser Knit Fashions Ltd.,12-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,9842,Ajtek Fashions Ltd.,04-12-2020,6000,,,,,,,,,0,none
Ba: Bo:,9841,Padma Shatil Arab Fashions Ltd.,05-12-2021,2500,,,,,,,,,0,none
Ba: Bo:,9844,S S Sweater Ltd.,06-11-2020,3500,,,,,,,,,0,none
Ba: Bo:,9846,Taqwa Fabrics Ltd.,03-12-2023,2500,,,,,,,,,0,none
Ba: Bo:,9847,Blue Seal Textile Ltd.,20-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,9849,Kaniz Fashions Ltd.,05-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,9848,"Silver Composite Textile Mills Ltd. (Unit-1, Garments)",24-12-2021,3500,,,,,,,,,0,none
Ba: Bo:,9854,Baly Yarn Dyeing Limited,21-12-2022,6500,,,,,,,,,0,none
Ba: Bo:,9856,Abico knit composite Ltd,27-09-2022,3500,,,,,,,,,0,none
Ba: Bo:,9859,Pan Pacific Sweaters Ltd.,07-12-2021,2500,,,,,,,,,0,none
Ba: Bo:,9861,Knit Asia Ltd. (Unit-2),03-12-2022,4500,,,,,,,,,0,none
Ba: Bo:,9860,Sadma Fashion Wear Ltd.,11-06-2022,6500,,,,,,,,,0,none
Ba: Bo:,9862,Knit Asia Ltd.,10-01-2023,5500,,,,,,,,,0,none
Ba: Bo:,9863,Mohammadi Fashion 2000 Ltd,21-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,9865,Barnali Textile & Printing Ind: (Pvt.) Ltd.,05-12-2021,6500,,,,,,,,,0,none
Ba: Bo:,9866,Newest Fashions Ltd.,25-12-2019,2500,,,,,,,,,0,none
Ba: Bo:,9869,Apex Fashion Wear Ltd.,06-10-2022,3500,,,,,,,,,0,none
Ba: Bo:,9871,Intramex Sweater Ltd.,06-12-2020,3500,,,,,,,,,0,none
Ba: Bo:,9872,Shopan Washing Ltd.,16-12-2022,4500,,,,,,,,,0,none
Ba: Bo:,9873,Norp Knit Industries Ltd. (Unit-2),08-12-2022,6000,,,,,,,,,0,none
Ba: Bo:,9874,Bonian Knit Fashions Ltd.,08-12-2019,2500,,,,,,,,,0,none
Ba: Bo:,9875,Magpie Composite Textile Ltd.,23-12-2022,5000,,,,,,,,,0,none
Ba: Bo:,9879,Opex Fashions Ltd.,23-11-2022,2500,,,,,,,,,0,none
Ba: Bo:,9880,Blue Planet Fashion Ware Ltd.,20-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,9884,Anowara Fashions Ltd.,23-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,9883,Safia Apparels Ltd.,03-12-2021,2500,,,,,,,,,0,none
Ba: Bo:,9885,Anowara Fashions Ltd.,23-12-2022,3500,,,,,,,,,0,none
Ba: Bo:,9894,Apparels Today Ltd.,25-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,9896,The Rose Dresses Ltd.,03-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,9897,Al-Thaseen Garments Ind. Ltd.,30-12-2018,2500,,,,,,,,,0,none
Ba: Bo:,9899,Romo Fashion,15-01-2023,2500,,,,,,,,,0,none
Ba: Bo:,9900,A K M Knitware Ltd.,18-01-2023,7000,,,,,,,,,0,none
Ba: Bo:,9898,Needle Fashion Ltd.,03-01-2019,2500,,,,,,,,,0,none
Ba: Bo:,9901,Green Sweater Ltd.,05-01-2020,3500,,,,,,,,,0,none
Ba: Bo:,9903,Logos Apparels Ltd.,23-01-2023,6500,,,,,,,,,0,none
Ba: Bo:,9902,Logos Apparels Ltd.,23-12-2023,7000,,,,,,,,,0,none
Ba: Bo:,9907,Utah Knitting & Dyeing Ltd.,04-01-2023,7000,,,,,,,,,0,none
Ba: Bo:,9908,Relatives Fashions Ltd.,03-01-2019,2500,,,,,,,,,0,none
Ba: Bo:,9909,Apex Fashion Ware Ltd.,23-12-2022,2500,,,,,,,,,0,none
Ba: Bo:,9911,F G S Laundry Ltd.,18-01-2023,6500,,,,,,,,,0,none
Ba: Bo:,9915,Satil Knitwear (Pvt.) Ltd,02-02-2022,2500,,,,,,,,,0,none
Ba: Bo:,9917,Bismillah Fabrics Ltd,10-01-2023,2500/-,,,,,,,,,0,none
Ba: Bo:,9918,Thianis Apparels Ltd.,24-01-2023,3500/-,,,,,,,,,0,none
Ba: Bo:,9921,Baridi Garments Ltd.,14-01-2023,5000/-,,,,,,,,,0,none
Ba: Bo:,9923,Afrah Washing Ind Ltd,14-01-2023,7000/-,,,,,,,,,0,none
Ba: Bo:,9926,Kattoli Textile Ltd.,23-01-2023,2500/-,,,,,,,,,0,none
Ba: Bo:,9925,Kattoli Textile Ltd.,23-01-2023,2500/-,,,,,,,,,0,none
Ba: Bo:,9930,Pigeon Sweaters Ltd.,11-06-2022,2500,,,,,,,,,0,none
Ba: Bo:,9931,Hypoid Composite Knit Ltd.,09-01-2023,2500,,,,,,,,,0,none
Ba: Bo:,9932,Atlanta Washing Ltd.,15-01-2019,2500,,,,,,,,,0,none
Ba: Bo:,9933,Babylon Dresses Ltd.,15-01-2022,2500,,,,,,,,,0,none
Ba: Bo:,9934,A K H Fashion Ltd.,08-01-2023,4500,,,,,,,,,0,none
Ba: Bo:,9935,A K H Fashion Ltd.,07-01-2023,4500,,,,,,,,,0,none
Ba: Bo:,9944,Emaz Fashion Ware Ltd.,15-01-2022,2500,,,,,,,,,0,none
Ba: Bo:,9945,Niddle Apparels Ltd.,07-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,9947,Arrival Fashion Ltd.,19-01-2023,9000,,,,,,,,,0,none
Ba: Bo:,9949,York Fashion Ltd,22-01-2023,2500/-,,,,,,,,,0,none
Ba: Bo:,9948,Columbia Washing Plant Ltd.,19-01-2023,5500,,,,,,,,,0,none
Ba: Bo:,9950,Bangladesh Spiners & Kniters (Pvt.) Ltd.,05-01-2023,6000/-,,,,,,,,,0,none
Ba: Bo:,9952,Colour Fair Garments Washing Plant,23-01-2023,4500,,,,,,,,,0,none
Ba: Bo:,9955,Innovative Knitex Ltd.,24-01-2022,2500,,,,,,,,,0,none
Ba: Bo:,9962,Murad Apparels Ltd.,25-01-2023,2500,,,,,,,,,0,none
Ba: Bo:,9961,Aswad Composite Mills Ltd.,18-01-2023,7000,,,,,,,,,0,none
Ba: Bo:,9963,Spartan Fashion Ltd.,15-03-2022,2500,,,,,,,,,0,none
Ba: Bo:,9969,Kazipur Fashions Ltd.,16-01-2023,3500,,,,,,,,,0,none
Ba: Bo:,9968,Rangdhonu Spinning Mills Ltd.,06-01-2023,3500,,,,,,,,,0,none
Ba: Bo:,9973,Nurul Islam Spinning Mills Ltd.,15-02-2023,2500,,,,,,,,,0,none
Ba: Bo:,9974,Alien Apparels Ltd.,31-01-2023,2500,,,,,,,,,0,none
Ba: Bo:,9976,Uttara Knitting & Dyeing Ltd.,07-02-2023,6500,,,,,,,,,0,none
Ba: Bo:,9978,Parkway Packaging & Printing Ltd.,22-01-2023,5000,,,,,,,,,0,none
Ba: Bo:,9979,Liberty Knitware Ltd.,09-02-2023,6500,,,,,,,,,0,none
Ba: Bo:,9980,Liberty Knitware Ltd.,09-02-2023,6500,,,,,,,,,0,none
Ba: Bo:,9981,Keya Cosmetics Ltd. (Knit Composite Division),08-02-2022,7000,,,,,,,,,0,none
Ba: Bo:,9988,Pantex Dress Ltd.,28-02-2022,2500,,,,,,,,,0,none
Ba: Bo:,9989,Pantex Dress Ltd.,28-02-2022,2500,,,,,,,,,0,none
Ba: Bo:,9991,Purba Apparels Ltd.,04-02-2022,2500,,,,,,,,,0,none
